date,title,description,stock_group
2023-01-12,Các nhà báo Mỹ và VN nói gì về lối làm truyền thông của VinFast?,Kevin Williams nói với BBC News Tiếng Việt về sự khác biệt mà ông nhận thấy trong cách làm truyền thông của VinFast.,VIC
2023-01-12,Vụ nữ sinh HUFLIT: Cần minh bạch thông tin thay vì đòi xử lý người đưa tin!,Trường Quân sự Quân khu 7 bác bỏ tin đồn hai nữ sinh của Trường Đại học Ngoại ngữ và Tin học Thành phố Hồ Chí Minh bị hiếp dâm hoặc nhảy lầu tự tử,VIC
2023-01-12,Nhiều hoạt động tương tác và quà tặng tại MoMo Lắc Xì 2023,"Thông qua Lắc Xì 2023 với nhiều quà tặng giá trị, MoMo mong muốn mang Tết đầm ấm, đủ đầy, gắn kết mọi người sau một năm nhiều biến động.",VIC
2023-02-04,Học cách đặt câu hỏi,"Sang tuổi 22, tôi bắt đầu học tiếng Đức, như vậy là hơi muộn để bắt đầu. Nhưng tôi tin rằng tuổi tác không phải là thiệt thòi.",VIC
2023-01-13,NashTech mở văn phòng mới tại Đà Nẵng,"NashTech khai trương văn phòng mới tại Đà Nẵng hôm 13/11, tại tầng 19, tòa Nhà Vietinbank, 36 Trần Quốc Toản, quận Hải Châu.",VIC
2023-01-13,Việt Nam sẽ là câu chuyện kinh tế thú vị nhất năm 2023,"Việt Nam đang ngày càng nhận được sự quan tâm của toàn thế giới. Điều này được thể hiện trong nhiều lĩnh vực khác nhau, bao gồm cả việc gia tăng số lượng các bài phân tích về chính trị và kinh tế của đất nước này trên các ấn phẩm có uy tín.",VIC
2023-02-02,Hoa hậu Ngọc Châu phủ nhận khai gian bằng cấp,"Hoa hậu Ngọc Châu, 28 tuổi, xác nhận chưa tốt nghiệp Đại học Tôn Đức Thắng nhưng phủ nhận khai gian bằng cấp như tin đồn.",VIC
2023-02-02,'Nhà bà Nữ doanh thu cao nhưng không bứt phá chất lượng',"Không thể chỉ dựa vào doanh thu thì có thể kết luận phim hay, dở.",VIC
2023-02-02,Khả năng huỷ niêm yết cổ phiếu Vietnam Airlines,"Ngày 2/2, Sở Giao dịch chứng khoán TP.HCM đã có thông báo gửi đến Tổng công ty Hàng không Việt Nam (Vietnam Airlines, mã: HVN) lưu ý về khả năng hủy niêm yết cổ phiếu.",VIC
2023-01-16,Tập đoàn Đông Dương đặt mục tiêu mở rộng 300 cửa hàng toàn quốc,"Doanh nghiệp hướng đến tạo dựng hệ sinh thái chăm sóc sức khỏe toàn diện, mục tiêu mở rộng 300 cửa hàng toàn quốc.",VIC
2023-01-16,Nhiều cơ hội đặt phòng khách sạn và tour chơi Tết giờ chót,"Sức mua năm nay thấp nên hiện khách sạn hoặc tour cho mùng 2 đến mùng 5 Tết vẫn còn nhiều, dành cho du khách quyết định đi chơi giờ chót.",VIC
2023-01-16,Nhiều cơ hội đặt khách sạn và tour chơi Tết giờ chót,"Sức mua năm nay thấp nên hiện khách sạn hoặc tour cho mùng 2 đến mùng 5 Tết vẫn còn nhiều, dành cho du khách quyết định đi chơi giờ chót.",VIC
2023-01-16,Degaussing System Market worth $740 Million by 2027 - Exclusive Report by MarketsandMarkets™,"The degaussing system market is projected to grow from USD 619 Million in 2022 to USD 740 Million by 2027, at a CAGR of 3.6% from 2022 to 2027 according to a...",VIC
2023-01-16,Degaussing System Market worth $740 Million by 2027 - Exclusive Report by MarketsandMarkets™,"CHICAGO, Jan. 16, 2023 /PRNewswire/ -- The degaussing system market is projected to grow from USD 619 Million in 2022 to USD 740 Million by 2027, at a CAGR of 3.6% from 2022 to 2027 according to a new report by MarketsandMarkets™. The market growth can be att…",VIC
2023-02-09,Bí quyết chạy ultra của runner Đà Nẵng,"Đà Nẵng- Bận rộn với con nhỏ, công việc ở xa nhà, nhưng Nguyễn Minh Tuấn vẫn có cách đặc biệt để tập luyện rồi chinh phục cự ly 100km, 160km với mốc thời gian ấn tượng.",VIC
2023-02-09,"Burt Bacharach, the essence of pop music success, dies at 94","Seen by some as his generation's greatest songwriter, Bacharach teamed up for hits such as 'I Say a Little Prayer' and 'Do You Know the Way to San Jose.'",VIC
2023-02-09,"Burt Bacharach, the essence of pop music success, dies at 94","LOS ANGELES — At the Brill Building, the legendary songwriters’ mecca on Broadway in New York City, composer Burt Bacharach first teamed with lyricist Hal David in 1956. Over the next decade, the two helped define the broad reaches of popular music with a run…",VIC
2023-02-09,Runner cả nước sẵn sàng cho giải chạy đêm TP HCM,"10.000 VĐV, trong đó có những tên tuổi hàng đầu sẽ có mặt tại TP HCM vào cuối tuần này, chinh phục giải VnExpress Marathon Ho Chi Minh City Midnight 2023.",VIC
2023-02-09,Runner sẵn sàng cho giải chạy đêm TP HCM,"10.000 VĐV, trong đó có những tên tuổi hàng đầu, sẽ có mặt tại TP HCM vào cuối tuần này, chinh phục giải VnExpress Marathon Ho Chi Minh City Midnight 2023.",VIC
2023-02-09,Runner đổ về TP HCM dự giải chạy đêm,"10.000 VĐV, trong đó có những tên tuổi hàng đầu sẽ có mặt tại TP HCM vào cuối tuần này, tham dự giải VnExpress Marathon Ho Chi Minh City Midnight 2023.",VIC
2023-01-28,"Cơ hội thoát vùng an toàn, thử thách bản thân tại Unilever","Chị Minh Nguyệt - Giám đốc kênh Hiện đại và Thương mai điện tử Unilever - thành công nhờ ""máu lửa"", sẵn sàng thoát khỏi vùng an toàn.",VIC
2023-01-28,Hoa hậu Mai Phương xin lỗi khán giả,"Hoa hậu Mai Phương, 23 tuổi, xin lỗi khán giả vì bị nhiều người chỉ trích ""nổi loạn"", ""thiếu tinh tế khi dùng mạng xã hội"".",VIC
2023-01-28,MV của Trọng Hiếu vào chung kết Eurovision Song Contest Đức,"""Dare To Be Different"" của Trọng Hiếu là một trong tám MV vào chung kết Eurovision Song Contest Đức.",VIC
2023-01-18,VietinBank lì xì khách hàng đầu xuân,Ngân hàng dành tặng lì xì bằng tiền mặt cùng hàng nghìn combo tài lộc cho các khách hàng khi gửi tiết kiệm và chi tiêu qua thẻ tín dụng.,VIC
2023-01-18,Người dùng chuộng thanh toán online,"Nhiều người chọn mua sắm, thanh toán với thẻ tín dụng VIB để hưởng bộ ba ưu đãi từ sàn thương mại điện tử, gian hàng và nhà băng.",VIC
2023-01-18,30 SFF Titles to Look Forward to in 2023,"I’m calling it First Sentence Euphoria. It’s that feeling you get when you read the first sentence of a novel and you know, you just know, that you’re in for something incredible. It’s the anticipation, the excitement of leafing through the first few pages of…",VIC
2023-01-30,Võ Hoàng Yến hội ngộ bạn trai ở Mỹ,"Người mẫu Võ Hoàng Yến du lịch, mua sắm, dành thời gian bên bạn trai tại Mỹ, sau một năm xa cách.",VIC
2023-01-30,H'Hen Niê: 'Tôi không còn khóc khi bị chê',"Hoa hậu H'Hen Niê nói hiện trưởng thành, đối mặt mọi thứ với tâm lý bình tĩnh thay vì khóc một mình khi bị chê bai giống trước đây.",VIC
2023-01-30,H'Hen Niê: 'Tôi không còn khóc một mình khi bị chê',"Hoa hậu H'Hen Niê nói hiện trưởng thành, đối mặt mọi thứ với tâm lý bình tĩnh thay vì khóc một mình khi bị chê bai giống trước đây.",VIC
2023-01-30,Chấp thuận cho Việt Nam cử 20 đội tham gia VEX Robotics,HÀ NỘI (Sputnik) - Việt Nam được cử 20 đội chơi tham gia tranh tài tại Giải vô địch thế giới VEX Robotics World Championship 2023 diễn ra vào tháng 5/2023 tại Hoa Kỳ.,VIC
2023-01-15,Aeon Mall Bình Tân hoàn tất cải tạo trước thềm năm mới,"Ngoài mở 24 gian hàng mới, Aeon Mall Bình Tân hoàn tất cải tạo, trùng tu, chuyển sang vị trí mới 49 cửa hàng ngay trước thềm xuân Quý Mão.",VIC
2023-01-31,Mặt số đồng hồ có bản đồ Việt Nam lập kỷ lục,"Lần đầu tiên mặt số đồng hồ tráng men Cloisonné tạo hình bản đồ Việt Nam, đường kính 19 mm, độ dày 1,1 mm được Vietkings xác lập kỷ lục.",VIC
2023-01-31,Đồng hồ lập kỷ lục có chi tiết bản đồ Việt Nam nhỏ nhất,"Lần đầu tiên mặt số đồng hồ tráng men Cloisonné tạo hình bản đồ Việt Nam, đường kính 19 mm, độ dày 1,1 mm được Vietkings xác lập kỷ lục.",VIC
2023-01-31,How Zimbabwe's Pangolins Are Being Given a Second Chance...,"[263Chat] Zimbabwe's wildlife landscape is endowed with 350 species of mammals, more than 500 birds and 131 fish species all of which adorn its environment, yet due to the increasing levels of poaching, wildlife's existence is under threat more than ever.",VIC
2023-02-10,'Du lịch Việt Nam có đủ yếu tố để vượt qua Thái Lan',"Ngành du lịch Việt Nam trong hơn một thập kỷ qua đã ghi nhận bước phát triển nhảy vọt, theo ông Kenneth Atkinson, Phó Chủ tịch Hội đồng tư vấn du lịch Việt Nam.",VIC
2023-02-10,Remembering Burt Bacharach,"Burt Bacharach, who is among the musical giants of our era, passed away at the age 94 on Wednesday.

Bacharach scored more than 50 chart hits in the U.S. and across the world, with artists such as Frank Sinatra, The Beatles, Dionne Warwick, Tom Jon...",VIC
2023-02-10,Hàn Quốc lần đầu tiên thừa nhận tội ác của binh lính Hàn đã gây ra tại Việt Nam,"Tuần này, chúng tôi rất hài lòng với những thông tin đa dạng và thú vị về Việt Nam trên các phương tiện truyền thông Nga và nước ngoài.",VIC
2023-02-07,Vietnam Airlines nối thêm đường bay đến Trung Quốc,"Trong hai tháng tới, 9/10 chặng bay đến Trung Quốc - thị trường đông khách Top 3 của Vietnam Airlines - sẽ được khôi phục sau gần 3 năm Covid.",VIC
2023-02-07,TOP 11 chiến lược marketing ngành FMCG năm 2023 - CleverAds,Chiến lược marketing ngành FMCG là gì? Nó đem lại những lợi ích gì cho doanh nghiệp? Những chiến lược marketing FMCG hiệu quả nhất trong năm 2023 là gì?,VIC
2023-01-23,Thẻ tín dụng VIB Travel Elite nhiều ưu đãi dịp Tết,"Thẻ VIB Travel Elite giúp tích lũy dặm thưởng, đặc quyền phòng chờ thương gia với ưu đãi đến 40%, hoàn 999.000 đồng cho giao dịch sớm nhất mỗi ngày.",VIC
2023-01-23,Lương nhân sự trung cao cấp khả năng tăng 5-25% năm nay,Khảo sát của một số hãng tuyển dụng cho biết lao động trung và cao cấp có thể nhận cơ hội tăng lương từ 5% đến 25% năm nay.,VIC
2023-01-27,Tân Uỷ ban Việt Nam ở Quốc hội Mỹ cam kết thúc đẩy nhân quyền,"Bốn lãnh đạo mới của Uỷ ban Việt Nam (Vietnam Caucus) thuộc Hạ viện Hoa Kỳ cam kết sẽ tập trung vào quan hệ song phương Mỹ-Việt và những vấn đề quan trọng đối với cộng đồng người Mỹ gốc Việt, nhất là việc vi phạm nhân quyền của chính quyền Việt Nam.",VIC
2023-01-27,Gia tăng xuất khẩu lao động và cải thiện thứ hạng về tệ nạn... ‘buôn người’ (p3),Báo cáo TIP 2022 cho thấy cộng đồng quốc tế nói chung và Mỹ nói riêng quan tâm đến vấn nạn buôn người như thế nào và cố gắng giải quyết tệ nạn đó ra sao.,VIC
2023-01-27,Lần đầu tiên học sinh Việt dự giải đấu Robotics lớn nhất thế giới,"20 đội thi của học sinh Việt Nam sẽ tranh tài tại giải đấu Robotics lớn nhất thế giới, diễn ra vào tháng 5/2023 tại Mỹ.",VIC
2023-01-27,Lần đầu tiên học sinh Việt dự giải vô địch Robotics lớn nhất thế giới,"Lần đầu tiên, 20 đội thi của học sinh Việt Nam tranh tài tại giải đấu Robotics lớn nhất thế giới, diễn ra vào tháng 5/2023 tại Mỹ.",VIC
2023-01-27,VN-Index secures 8-session winning streak - VnExpress International,Vietnam’s benchmark VN-Index rose 0.81 percent to 1117.1 points Friday in its eighth straight session gaining.,VIC
2023-01-27,Chính sách đối ngoại của Việt Nam sẽ nghiêng về phía nào?,"Tuần này, trên báo chí Nga và nước ngoài có rất nhiều bài viết nghiêm túc và phóng sự về Việt Nam phản ánh cả các sự kiện lịch sử và cuộc sống thường ngày của người Việt Nam, các tác giả viết về chính sách đối nội, nền kinh tế và ngành du l…",VIC
2023-01-24,Đại sứ Hoa Kỳ gửi thiệp chúc Tết tới trẻ khiếm thị,Đại sứ Hoa Kỳ Marc Knapper và phu nhân mới làm thiệp chữ nổi để gửi tới các trẻ em khiếm thị ở Việt Nam nhân dịp năm mới Quý Mão.,VIC
2023-01-24,"Nhu cầu về các sản phẩm ""Made in Vietnam"" đang chậm lại","VinaCapital cho rằng, tăng trưởng GDP của Việt Nam sẽ giảm xuống còn 6% trong năm 2023 và nhu cầu về các sản phẩm ""Made in Vietnam"" đang chậm lại.",VIC
2023-01-26,Gia tăng xuất khẩu lao động và cải thiện thứ hạng về tệ nạn... ‘buôn người’ (p2),"Ngoài Việt Nam còn có Campuchia, Brunei bị xếp vào “loại ba” – loại thấp nhất hay còn gọi là bị đưa vào “danh sách đen” vì tệ nạn “buôn người”...",VIC
2023-01-26,Xu hướng marketing “neo giữ” ký ức: Khi người tiêu dùng có xu hướng tìm về những giá trị tích cực trong quá khứ,"Trong một thế giới đầy “hỗn loạn”, người tiêu dùng có xu hướng tìm về những cảm giác an toàn và dễ chịu thông qua việc nhớ lại những trải nghiệm hạnh phúc tr...| Advertising Vietnam",VIC
2023-01-26,Sống trong nhà thông minh,"Hà Nội- Thiết bị thông minh cho phép anh Minh điều khiển mọi thứ trong nhà từ bật công tắc điện hay mở cửa, máy lạnh... ngay cả khi gia chủ đi vắng.",VIC
2023-02-01,Đảng Cộng sản Việt Nam tròn 93 tuổi và Tầm nhìn 2045 từ các phía,Một số thách thức cho Đảng Cộng sản Việt Nam được nêu ra nhân dịp đảng này 93 tuổi.,VIC
2023-02-01,Việt Nam treo thưởng 1 triệu đô cho huy chương Vàng Olympic,Mỗi vận động viên Việt Nam giành được huy chương vàng tại Thế vận hội mùa hè ở Paris vào năm sau sẽ được thưởng đến một triệu đô la Mỹ theo một thỏa thuận giữa Ủy ban Olympic Việt Nam và nhà tài trợ vừa được báo chí trong nước loan báo.,VIC
2023-02-01,Ứng dụng Content Marketing vào quá trình ứng tuyển: Bí quyết tăng khả năng nhận việc trong thị trường cạnh tranh,"Trước bối cảnh khó khăn của nền kinh tế và sự cạnh tranh gay gắt của thị trường việc làm, các nhân sự ngành quảng cáo buộc phải có những bước chuẩn bị giúp b...| Advertising Vietnam",VIC
2023-02-03,"Baldwin, Brandon Lee, Fantozzi: quando il cinema diventa un reato","Non solo ""Rust"": la storia del cinema è piena di vicende di omicidi o incidenti colposi e guai giudiziari. Dalla morte di Brandon Lee all'uccisione della tartaruga in ""Cannibal Holocaust""",VIC
